season,date,game_id,away_team,home_team,away_score,home_score,winner
2022,2022-08-21,661051,Boston Red Sox,Baltimore Orioles,3,5,home
2022,2022-08-21,663291,St. Louis Cardinals,Arizona Diamondbacks,16,7,away
2022,2022-08-21,662300,Cincinnati Reds,Pittsburgh Pirates,9,5,away
2022,2022-08-21,662561,Miami Marlins,Los Angeles Dodgers,0,7,home
2022,2022-08-21,662879,San Francisco Giants,Colorado Rockies,3,4,home
2022,2022-08-21,662805,Los Angeles Angels,Detroit Tigers,0,4,home
2022,2022-08-21,661480,Houston Astros,Atlanta Braves,5,4,away
2022,2022-08-21,661602,New York Mets,Philadelphia Phillies,10,9,away
2022,2022-08-21,661239,Toronto Blue Jays,New York Yankees,2,4,home
2022,2022-08-21,662180,Washington Nationals,San Diego Padres,1,2,home
2022,2022-08-22,661658,Texas Rangers,Minnesota Twins,2,1,away
2022,2022-08-22,661859,Los Angeles Angels,Tampa Bay Rays,1,2,home
2022,2022-08-22,661238,New York Mets,New York Yankees,2,4,home
2022,2022-08-22,661601,Cincinnati Reds,Philadelphia Phillies,1,4,home
2022,2022-08-22,662394,Atlanta Braves,Pittsburgh Pirates,2,1,away
2022,2022-08-22,662767,Chicago White Sox,Kansas City Royals,4,6,home
2022,2022-08-23,663461,Chicago White Sox,Baltimore Orioles,3,5,home
2022,2022-08-23,662594,Milwaukee Brewers,Los Angeles Dodgers,4,0,away
2022,2022-08-23,662914,San Francisco Giants,Detroit Tigers,3,1,away
2022,2022-08-23,661237,New York Mets,New York Yankees,2,4,home
2022,2022-08-23,661600,Cincinnati Reds,Philadelphia Phillies,6,7,home
2022,2022-08-23,663174,Toronto Blue Jays,Boston Red Sox,9,3,away
2022,2022-08-23,663163,St. Louis Cardinals,Chicago Cubs,0,2,home
2022,2022-08-23,663114,St. Louis Cardinals,Chicago Cubs,1,0,away
2022,2022-08-23,662383,Atlanta Braves,Pittsburgh Pirates,6,1,away
2022,2022-08-23,662314,Miami Marlins,Oakland Athletics,3,0,away
2022,2022-08-23,661858,Los Angeles Angels,Tampa Bay Rays,1,11,home
2022,2022-08-24,662877,Texas Rangers,Colorado Rockies,16,4,away
2022,2022-08-24,663460,Chicago White Sox,Baltimore Orioles,5,3,away
2022,2022-08-24,661605,Cincinnati Reds,Philadelphia Phillies,5,7,home
2022,2022-08-24,662144,Washington Nationals,Seattle Mariners,3,1,away
2022,2022-08-24,662338,Miami Marlins,Oakland Athletics,2,3,home
2022,2022-08-24,662212,Cleveland Guardians,San Diego Padres,7,0,away
2022,2022-08-24,663113,St. Louis Cardinals,Chicago Cubs,13,3,away
2022,2022-08-24,663173,Toronto Blue Jays,Boston Red Sox,3,2,away
2022,2022-08-24,661857,Los Angeles Angels,Tampa Bay Rays,3,4,home
2022,2022-08-24,662339,Miami Marlins,Oakland Athletics,5,3,away
2022,2022-08-24,662668,Arizona Diamondbacks,Kansas City Royals,7,3,away
2022,2022-08-24,662605,Milwaukee Brewers,Los Angeles Dodgers,1,10,home
2022,2022-08-24,662142,Washington Nationals,Seattle Mariners,2,4,home
2022,2022-08-24,662800,Minnesota Twins,Houston Astros,2,4,home
2022,2022-08-24,662916,San Francisco Giants,Detroit Tigers,1,6,home
2022,2022-08-24,662213,Cleveland Guardians,San Diego Padres,3,1,away
2022,2022-08-24,662371,Atlanta Braves,Pittsburgh Pirates,14,2,away
2022,2022-08-24,662876,Texas Rangers,Colorado Rockies,6,7,home
2022,2022-08-25,661856,Los Angeles Angels,Tampa Bay Rays,3,8,home
2022,2022-08-25,662433,Colorado Rockies,New York Mets,1,3,home
2022,2022-08-25,663459,Chicago White Sox,Baltimore Orioles,3,4,home
2022,2022-08-25,663172,Toronto Blue Jays,Boston Red Sox,6,5,away
2022,2022-08-25,662640,Arizona Diamondbacks,Kansas City Royals,3,5,home
2022,2022-08-25,662799,Minnesota Twins,Houston Astros,3,5,home
2022,2022-08-25,663216,St. Louis Cardinals,Chicago Cubs,1,7,home
2022,2022-08-25,663240,St. Louis Cardinals,Chicago Cubs,8,3,away
2022,2022-08-25,662604,Milwaukee Brewers,Los Angeles Dodgers,6,12,home
2022,2022-08-25,662141,Cleveland Guardians,Seattle Mariners,1,3,home
2022,2022-08-25,661604,Cincinnati Reds,Philadelphia Phillies,0,4,home
2022,2022-08-26,662432,Colorado Rockies,New York Mets,6,7,home
2022,2022-08-26,661704,Los Angeles Angels,Toronto Blue Jays,12,0,away
2022,2022-08-26,661603,Pittsburgh Pirates,Philadelphia Phillies,4,7,home
2022,2022-08-26,663171,Tampa Bay Rays,Boston Red Sox,8,9,home
2022,2022-08-26,661355,Los Angeles Dodgers,Miami Marlins,10,6,away
2022,2022-08-26,662469,Cincinnati Reds,Washington Nationals,7,3,away
2022,2022-08-26,662711,Minnesota Twins,Houston Astros,3,6,home
2022,2022-08-26,662337,New York Yankees,Oakland Athletics,13,4,away
2022,2022-08-27,661444,Arizona Diamondbacks,Chicago White Sox,10,5,away
2022,2022-08-27,661599,Pittsburgh Pirates,Philadelphia Phillies,0,6,home
2022,2022-08-27,662442,Colorado Rockies,New York Mets,0,3,home
2022,2022-08-27,661939,Atlanta Braves,St. Louis Cardinals,5,6,home
2022,2022-08-27,661785,Detroit Tigers,Texas Rangers,11,2,away
2022,2022-08-27,661180,Chicago Cubs,Milwaukee Brewers,0,7,home
2022,2022-08-27,662666,San Diego Padres,Kansas City Royals,4,3,away
2022,2022-08-27,661354,Los Angeles Dodgers,Miami Marlins,1,2,home
2022,2022-08-27,662468,Cincinnati Reds,Washington Nationals,6,2,away
2022,2022-08-27,661657,San Francisco Giants,Minnesota Twins,2,3,home
2022,2022-08-27,661090,Baltimore Orioles,Houston Astros,3,1,away
2022,2022-08-27,661940,Atlanta Braves,St. Louis Cardinals,11,4,away
2022,2022-08-27,661669,San Francisco Giants,Minnesota Twins,0,9,home
2022,2022-08-27,662710,Baltimore Orioles,Houston Astros,2,0,away
2022,2022-08-27,662667,San Diego Padres,Kansas City Royals,13,5,away
2022,2022-08-27,661703,Los Angeles Angels,Toronto Blue Jays,2,0,away
2022,2022-08-27,661786,Detroit Tigers,Texas Rangers,6,7,home
2022,2022-08-27,662143,Cleveland Guardians,Seattle Mariners,2,3,home
2022,2022-08-27,661445,Arizona Diamondbacks,Chicago White Sox,7,2,away
2022,2022-08-27,661189,Chicago Cubs,Milwaukee Brewers,4,3,away
2022,2022-08-27,663170,Tampa Bay Rays,Boston Red Sox,1,5,home
2022,2022-08-27,662342,New York Yankees,Oakland Athletics,3,2,away
2022,2022-08-28,661950,Atlanta Braves,St. Louis Cardinals,3,6,home
2022,2022-08-28,662140,Cleveland Guardians,Seattle Mariners,4,3,away
2022,2022-08-28,661663,San Francisco Giants,Minnesota Twins,3,8,home
2022,2022-08-28,661168,Chicago Cubs,Milwaukee Brewers,7,9,home
2022,2022-08-28,662335,New York Yankees,Oakland Athletics,1,4,home
2022,2022-08-28,662446,Colorado Rockies,New York Mets,1,0,away
2022,2022-08-28,661443,Arizona Diamondbacks,Chicago White Sox,3,2,away
2022,2022-08-28,662336,New York Yankees,Oakland Athletics,2,3,home
2022,2022-08-28,662638,San Diego Padres,Kansas City Royals,7,15,home
2022,2022-08-28,661089,Baltimore Orioles,Houston Astros,1,3,home
2022,2022-08-28,663211,Tampa Bay Rays,Boston Red Sox,12,4,away
2022,2022-08-28,662467,Cincinnati Reds,Washington Nationals,2,3,home
2022,2022-08-28,661353,Los Angeles Dodgers,Miami Marlins,8,1,away
2022,2022-08-28,661598,Pittsburgh Pirates,Philadelphia Phillies,5,0,away
2022,2022-08-28,661784,Detroit Tigers,Texas Rangers,9,8,away
2022,2022-08-28,661773,Los Angeles Angels,Toronto Blue Jays,8,3,away
2022,2022-08-28,662139,Cleveland Guardians,Seattle Mariners,0,4,home
2022,2022-08-29,661801,Chicago Cubs,Toronto Blue Jays,4,5,home
2022,2022-08-29,661651,Boston Red Sox,Minnesota Twins,2,4,home
2022,2022-08-29,661352,Los Angeles Dodgers,Miami Marlins,3,2,away
2022,2022-08-29,663018,St. Louis Cardinals,Cincinnati Reds,13,4,away
2022,2022-08-30,661351,Tampa Bay Rays,Miami Marlins,7,2,away
2022,2022-08-30,662973,Baltimore Orioles,Cleveland Guardians,1,5,home
2022,2022-08-30,662804,Seattle Mariners,Detroit Tigers,9,3,away
2022,2022-08-30,663137,St. Louis Cardinals,Cincinnati Reds,1,5,home
2022,2022-08-30,662001,San Diego Padres,San Francisco Giants,6,5,away
2022,2022-08-30,661479,Colorado Rockies,Atlanta Braves,3,2,away
2022,2022-08-30,661800,Chicago Cubs,Toronto Blue Jays,3,5,home
2022,2022-08-30,663332,Philadelphia Phillies,Arizona Diamondbacks,7,13,home
2022,2022-08-30,663424,New York Yankees,Los Angeles Angels,3,4,home
2022,2022-08-30,662466,Oakland Athletics,Washington Nationals,10,6,away
